50001                2948.94102838613
50003                1573.80827829814
50006                9889.59443179315
50007                2409.20267649558
50009                16521.6660364234
50010                1304.93333475325
50011                800.363003658685
50012                2490.62206203736
50014                3667.02888435372
50016                1159.92135975168
50017                13122.7700607144
50019                4018.78328113328
50020                 2351.6857575906
50021                5483.90019792641
50023                6007.30018039016
50025                3266.20345721701
50027                7503.41246249541
50029                4768.14707532406
50032                 1674.0135439036
50033                4905.58751900426
50039                1468.15179410152
50040                5403.14536963281
50045                1100.70921306644
50046                 1430.7005766525
50047                6767.12128892237
50048                2072.03116226961
50055                3894.17460623499
50056                2938.29021570488
50057                 1690.6574247814
50059                4016.48095653305
50061                4740.38362307968
50063                4417.47981036837
50064                1765.26334337597
50065                2726.17912993526
50066                 1540.1909578246
50067                6223.25741666614
50070                775.073613217963
50072                2933.74961696094
50073                6291.53565860296
50077                4931.44162257425
50079                942.799826396846
50083                22320.8684450473
50084                12961.5464599627
50087                2964.27072097569
50089                17253.0078570124
50092                2527.92461485384
50093                1332.38645981226
50096                4047.38682563634
50098                2714.77064358948
50099                 2453.2457507901
50102                2526.43554264115
50103                4358.80818603999
50105                2375.95946819448
50108                1242.95828842049
50110                3275.58697259731
50113                1278.30413807849
50114                1943.73467204434
50115                2828.00509615328
50117                5102.38349870658
50119                4816.77040181227
50120                8367.55288838613
50121                1269.22539548477
50123                1301.69589723936
50132                1001.94359814955
50138                4123.92794624443
50147                2064.42548738089
50148                15485.9590795036
50149                3553.46696289279
50154                1050.10199468018
50160                12846.3922866795
50162                3190.04490348621
50165                1505.78054523184
50168                   6112.13864544
50170                3638.14586012857
50171                2681.05275136116
50173                1883.56014514312
50174                6854.24601742088
50176                2070.08620435647
50179                7805.34211858767
50180                1729.31797573183
50183                3425.62278672512
50184                3833.18112536654
50186                787.584507079641
50188                2241.42960977542
50190                 723.23314618986
50192                2884.43107794277
50194                 4944.2679067024
50195                4952.84599313322
50196                1373.00154526967
50197                         29365.5
50202                 9236.9399258511
50203                10544.7925235265
50204                1783.58499181027
50209                 3969.4968510151
50210                14261.3235773235
50213                6733.58748718242
50214                5047.53782164281
50216                1539.67496751452
50217                25175.4593893535
50218                4031.40363116302
50220                4280.97337514962
50221                3600.88889963763
50222                1586.84363410463
50231                10854.7631802717
50232                3030.73279155158
50233                2067.27897473887
50234                10719.1872241803
50235                4753.74422582574
50240                1157.43671687217
50241                3185.28233449505
50242                18428.0243769243
50243                7593.06144672882
50246                1225.63572518284
50248                5424.38550299613
50249                6425.39613549967
50250                5811.85289488467
50251                8337.13340287066
50252                1055.19133092655
50253                11184.2603585709
50254                2657.86869885047
50256                1135.92496485489
50257                1602.27752843172
50258                1001.02662057542
50264                2635.39707518744
50266                2319.96425686201
50267                1415.31028173228
50268                7322.36293626756
50273                2696.62328724396
50275                2338.83102744391
50277                878.563456404341
50282                2598.20506937102
50286                18234.5658513311
50287                7286.03882606816
50288                7781.91037183654
50289                 2861.9903637991
50290                2763.14128644547
50291                1795.03489603684
50293                2670.71377100212
50294                1029.76898424185
50298                 977.17058354561
50299                3664.21295290406
50300                7417.11300857164
50304                1242.02893016897
50305                3491.52401365683
50306                3421.67828281015
50307                3843.71270026011
50308                3144.38924223321
50310                1970.87122867217
